UMAP1,UMAP2
-3.0318017,5.9078374
5.340171,3.1672335
10.187694,12.161039
-3.1666021,5.306028
8.779295,12.148605
11.224065,12.814314
11.373117,9.673072
0.9275635,3.6696362
1.0324323,6.18156
0.4510586,8.914904
10.462102,12.20021
-2.384863,1.9338698
9.863995,13.02739
7.6387544,-1.1688057
-0.51584035,7.4430814
0.9776486,5.2851214
2.259222,4.3006506
10.928089,11.912567
9.139688,12.2576475
5.241603,2.2752128
7.9319015,-1.4370886
-1.4212246,5.661496
9.126056,12.455022
9.159667,11.077191
-0.8791277,1.9152346
9.587359,13.179741
5.9453864,2.453793
-2.6180017,1.1614512
-1.0087947,7.949249
-1.4598459,2.4593856
5.9079037,2.730225
8.745484,12.040293
8.157487,3.3659055
9.265746,12.508961
5.4784894,1.9602859
0.70562434,8.495263
-1.5933689,2.3155599
7.557552,1.664199
5.2761183,2.022378
8.453034,-0.38866717
7.7118683,-0.7781547
11.336685,9.869188
8.223667,2.674631
0.93742824,3.935693
8.130186,3.4127765
-1.0451188,1.3846843
-2.6735623,6.230716
11.142807,9.986356
-0.6912343,1.2333713
7.5293727,1.9155642
8.2172785,2.8125293
0.08542173,5.7222486
1.3701159,4.734253
-1.5654384,5.6241765
5.2004333,1.9890023
9.486629,13.282567
0.2241753,6.6737256
10.335805,12.835603
10.354332,9.701911
0.96219146,5.020349
8.495951,11.420791
-1.7971404,1.8388029
-2.8518276,5.4569488
8.183441,3.3319898
0.9306414,9.134779
8.653928,-0.78427404
9.453633,12.177228
7.946976,-1.650268
10.147559,9.750944
7.893743,-0.579938
-2.7592878,1.4238051
8.2377205,2.0773795
8.351884,-0.41314313
-0.78607917,8.240324
-1.1481093,2.6231098
8.713075,1.3282481
2.156931,4.7311096
1.0903773,4.252785
6.0589085,3.114215
1.1800966,4.784738
9.242125,11.449306
0.44241843,8.740973
8.494962,11.397961
10.293299,12.892407
-0.87629354,2.7857206
-0.21028027,8.33539
-3.498844,6.5197496
-0.51747304,7.6991663
8.582171,11.316396
8.302411,12.012717
-2.1279337,0.92678446
9.375171,13.100931
0.92266184,4.084442
0.6365542,8.525243
2.1187572,4.864179
11.425962,12.101208
-1.308048,4.993092
2.2194338,4.6043115
1.8162897,5.055429
7.654895,2.7442873
0.044148445,7.199342
5.678639,3.0380886
6.270711,2.1133761
-0.64634,7.436395
1.0117677,9.074721
-2.967543,5.894283
0.35413414,6.9179897
10.161988,9.779054
8.259818,2.6697354
10.789638,8.978156
11.343553,9.903583
7.7264776,1.5416982
10.313744,13.25219
-3.3031151,5.550499
1.07087,6.245576
5.515714,2.8311858
1.822638,4.5821776
7.3923564,1.8945283
-0.40591872,1.0269735
1.6530141,4.500524
-1.7635512,2.2050045
10.06601,12.688466
-0.97489417,7.3559227
0.52382874,6.244863
8.707894,12.870437
0.814945,4.2331243
10.478053,12.162194
7.1485825,1.8417655
9.545853,13.036261
-3.260096,6.433005
10.911695,11.848653
8.498951,11.597164
8.224392,2.6218383
-1.7292194,2.566385
0.69855165,4.386005
2.2617338,4.4943023
-3.5243444,6.1666737
0.6049326,4.3998914
-2.4256113,2.0655754
7.6153293,3.0186768
1.9657067,4.828451
8.823371,-0.8238417
0.30809444,5.734176
-0.022408213,5.0578365
-1.2084848,5.022356
-0.4695799,7.6462426
7.7596855,1.5946635
7.131861,2.6990337
-1.7637593,5.9202127
9.496381,11.4666
10.93166,12.126096
0.9044189,4.019654
0.4647492,4.8977246
-3.3701034,6.312952
10.832459,9.720666
1.2047483,3.9499102
7.6929955,3.4120095
8.821691,11.897562
5.5086355,1.9892282
10.810743,10.624017
5.4543867,2.5735831
7.610348,2.5021653
1.6898777,3.640976
1.411235,5.3987613
9.058142,11.528691
-2.5697758,2.2497087
0.21089971,7.3978186
10.529111,8.77587
0.9524107,3.6580677
0.02617521,7.2132564
10.737692,11.23972
2.2874439,5.030798
10.575098,12.661485
9.783084,9.116891
3.3812022,4.365368
-0.8200399,7.3949976
5.4259567,3.0745463
-1.8352548,2.4647593
8.86791,13.041793
-0.29071245,5.7623916
11.448876,12.455712
-1.7659434,1.7293406
8.024804,3.3524156
9.147899,11.4871435
8.637895,12.083894
8.0878105,-1.4806825
11.181495,12.434522
9.734444,9.34151
8.470402,11.681767
-2.894988,5.3889837
-2.6642118,5.659235
8.641555,11.442661
9.214821,10.492018
10.3466625,12.274062
-0.8084465,1.8558971
5.4078856,2.6937625
4.940385,3.2058492
-0.5807879,2.3119738
-1.7472997,2.214189
7.9523597,3.2119393
-0.28373215,5.796142
-3.6045651,6.2639284
10.148544,12.256643
0.5638264,6.8753023
7.8068123,1.4754798
0.5701259,8.773375
6.9702735,2.7318087
7.9454145,2.148522
8.4211035,11.482736
2.0555673,4.9472947
0.7587631,8.42612
10.606436,12.572411
-2.3581026,6.4020147
-2.8113534,1.3422362
-1.2132194,0.41524354
8.720018,-0.7910323
7.683423,2.6483688
6.057225,2.37667
10.242212,9.544174
9.293198,11.710978
-1.7589442,1.8356878
5.34522,2.938815
9.397888,13.27849
10.637343,8.826956
1.7703611,3.6664753
-3.7144735,6.2130346
10.512339,13.100292
1.549563,5.487339
2.3584301,5.319648
6.658108,2.1368582
0.27719912,6.935321
5.332418,2.085545
-1.2296228,0.6899969
7.83825,3.0108142
-1.9645053,1.7523203
-1.3233744,5.1860557
-1.0185417,0.68130976
8.311717,1.2812663
0.11228035,6.109669
-0.63279593,7.7746243
0.8633143,3.9097555
-2.5113852,1.0268579
-2.6655254,1.4771599
-1.2871143,0.5743593
-0.7591395,1.4820502
-0.8671198,1.6303443
-0.83800733,5.304704
-0.6127877,0.8116797
10.301348,9.563654
-2.6452143,6.5097985
-0.8812994,0.43188536
10.994652,11.905801
1.6067108,5.393943
0.32004747,5.420449
9.795634,9.956395
8.208022,2.0593293
9.247561,13.33278
10.429613,13.130195
-3.6812158,6.2689967
9.341896,10.447686
-0.71520364,8.3474
8.205971,3.2719276
-1.299997,0.5193262
0.5921888,8.943082
-2.7197642,5.404974
8.0973015,2.7890975
1.0100403,4.6921988
10.741308,11.925207
-0.6707943,2.6994956
-0.8745574,1.4433061
8.160941,2.1015134
7.2739573,3.1977172
8.106137,-1.3708209
0.69410074,9.31054
8.996347,11.620004
11.168834,9.725859
11.000635,9.960937
0.70956135,9.297467
-2.24244,1.0176587
10.492782,11.122155
-1.7700009,2.4110143
8.385495,-1.2794821
0.32255468,6.7182174
7.778977,-1.3429501
0.118033215,5.892284
0.03985758,5.735288
11.403681,9.892787
10.715152,11.690554
8.334824,1.2608999
9.486664,11.413499
-2.5361938,5.8347335
4.7640343,3.3290179
2.1202242,4.1395655
7.7247334,-0.76244867
7.8159924,3.3648577
0.9666459,4.262012
9.032011,10.952986
2.374087,5.3238244
11.158508,9.435788
10.220047,12.717977
8.181041,-0.9186361
10.774921,12.030886
0.87670827,5.467433
5.020499,2.4111576
1.7269166,5.053618
1.3522619,4.6711407
8.353585,12.01424
5.0786204,2.3285432
6.3357525,2.6350808
8.519013,12.096982
-0.7989598,1.7059805
9.436176,12.643416
6.891001,2.0286632
1.7655818,5.401414
0.6481951,5.305228
11.4612465,12.185121
-2.9366596,5.316934
2.2360919,4.1989264
0.29213762,6.963335
6.512241,2.4760842
9.049635,10.531185
-1.2842742,6.0872483
10.450884,9.264665
2.110939,5.0231586
8.40722,-1.2934632
0.28987473,4.7895794
-2.6775956,6.231618
5.1646223,2.989186
10.55001,8.835518
10.362298,9.396922
10.242678,9.524721
-0.86612636,8.229036
8.357576,1.2295907
-0.887908,7.971038
-0.48385778,0.9676321
1.5230753,4.966304
7.6337337,-0.29791042
3.0552728,4.4956765
2.0138915,5.0075006
5.5088754,1.9701408
-2.7385154,1.0986624
0.7469907,4.23256
10.783667,12.447472
0.4592261,8.930208
10.712611,12.34181
5.6246653,2.5817454
10.520272,12.850185
9.838794,9.735926
-1.1296121,5.9893126
8.791374,11.448344
5.409019,2.7240715
10.901374,12.888809
8.152349,12.225624
8.556739,11.317916
9.549313,11.900336
5.6276345,2.2485569
10.632068,12.060138
0.25814226,7.0469365
10.675609,8.871445
8.20202,-0.6487138
-0.8571927,1.0649625
11.491577,9.523534
8.23634,-0.71189666
10.564311,11.373781
9.110278,11.805948
5.562835,2.7675657
2.0190258,5.012629
5.3225403,2.046233
11.426985,12.30049
7.135309,1.8765768
2.2799544,4.2706575
7.4892654,1.8937547
5.847495,2.4133854
0.51582754,4.137865
-0.9692021,8.361405
-3.2752876,5.8310194
5.2406287,2.3535223
8.200353,2.683305
9.309895,11.039299
-1.9199265,5.772192
9.138817,12.728823
10.592499,12.224587
-2.8369322,5.477934
5.055256,2.8550556
8.133809,-0.96907353
0.8815337,4.3149223
10.419677,10.678231
-0.40541384,7.9181104
9.647176,13.29807
-3.0997381,5.26924
-1.8329744,6.2925634
8.709754,11.832243
10.381329,12.741784
-0.5250805,2.325804
9.033188,11.775093
8.451377,-0.7622305
-0.799574,2.582619
1.267341,5.0955415
8.325569,-1.1826586
1.4168679,3.498635
8.508717,11.769941
2.5177596,4.504891
0.60968167,6.3907723
0.60800964,9.123776
2.5409002,4.511041
5.5055857,2.3676538
-1.195514,1.4288474
8.427113,-1.2448467
0.62571627,8.580695
8.946854,11.604376
8.487653,11.697612
0.47776648,8.70897
10.678824,12.534612
7.76881,2.862916
9.138276,11.441163
8.275207,12.20657
1.023393,6.244023
5.1669307,3.0015135
9.037242,12.429034
9.240403,13.104311
9.6273365,11.2521
0.8934497,4.1277804
0.9704578,3.8701556
-0.7782322,8.37381
0.020867307,7.0967007
0.40733153,8.832947
7.246382,-0.5401849
9.230079,12.552752
8.0917635,2.0704112
10.81729,11.739452
-1.2079896,5.755751
9.55807,12.636724
9.364077,12.316056
0.34718746,7.307493
-0.103530645,5.627355
1.3321313,5.564532
9.379873,11.949233
7.3173003,-0.6897978
-1.9910554,1.7565569
-3.1188352,1.5074321
-2.5329225,2.1934383
7.6240005,1.5942376
8.717932,11.384547
8.639522,-1.0002573
4.7610555,3.2950044
10.566645,12.298951
-2.5867915,1.0819252
7.6148105,2.8972769
-3.5620244,6.3505445
-3.1924596,5.8858204
0.56557155,9.272765
-1.1301875,0.71693677
6.0275116,2.7300863
0.21167584,5.75808
7.035787,2.6892972
9.144472,12.449096
9.17229,11.336413
11.251377,9.888425
-2.3438346,1.0226095
6.8745174,2.9295688
11.062611,9.923013
0.33069983,5.127105
5.379948,2.2299435
9.279935,12.800674
-3.2319224,6.315627
0.81608504,5.903298
7.9453044,-1.4569081
-2.3700674,2.1091456
10.079055,13.184021
8.734772,11.829772
-0.67178077,2.368889
0.028518299,7.1097813
0.65137416,6.0496836
-1.3406652,2.5937345
4.799604,3.2452543
9.720928,9.167573
8.195316,2.6336255
10.106349,12.401414
1.6007274,5.120453
9.354134,13.099383
0.7971606,5.883834
-2.6000185,1.6188303
10.60925,11.004598
0.43658605,4.9984646
0.49132377,8.841678
11.312322,12.561673
-3.1245604,6.080425
10.87583,10.111234
10.226628,9.5499115
1.777802,3.663787
4.9207406,2.706457
1.3588821,3.7545183
8.138247,-1.3831125
4.9653673,2.6282094
-3.5793216,6.4231386
8.757752,-0.9233862
11.155561,12.271284
-0.6027102,2.5537121
0.4540176,8.882074
-2.484084,2.125559
2.4500504,4.8603406
6.4288936,2.0671535
11.202844,12.8144655
8.371424,1.2221901
5.7485228,2.5643
-2.1334746,1.558658
-1.6543323,5.257997
7.6749187,2.6029105
-2.6041381,5.5880003
9.422709,11.541122
8.593544,12.393101
11.320703,12.431456
5.4646,2.2838793
6.9569616,3.1123776
-2.4308662,2.062266
6.784907,2.714788
0.9435402,5.5573125
9.736836,12.68063
-1.1988088,0.46805075
0.20714827,5.665662
3.076008,4.5169024
-0.2802447,8.347596
1.4601135,4.9540253
-1.9776883,1.8445154
8.697572,11.250182
-2.7985327,6.3289123
-0.6197174,2.106816
9.828145,9.117912
0.894405,9.051381
7.1528625,1.7517745
0.24868503,5.9863
6.4489975,2.0685759
8.507391,-1.0157146
1.184822,5.600654
-2.6524174,5.5936584
8.324667,11.435468
5.1239977,3.1964514
-3.1736772,6.4864936
8.695326,-0.6312796
1.3510039,5.074093
9.572131,13.158197
7.6275983,-0.5642629
-2.7223852,5.115147
10.945147,11.956845
0.99257845,9.076427
7.6966677,2.838601
-3.023221,5.239054
8.037712,-1.648579
-0.7316733,0.7492646
10.927004,12.866442
9.022422,12.433627
8.350858,-1.2558463
-2.4335437,1.5008497
-1.2286886,2.6280074
11.444142,12.268758
-2.5770514,5.7801375
7.817784,-0.508771
8.6741295,11.425579
8.329291,1.2561535
10.317413,11.614515
5.274027,2.3690352
1.7142861,4.8112698
2.9370193,4.44105
0.09831639,6.2117295
7.791677,2.9669716
9.018597,12.011563
6.899878,2.8161247
9.136458,11.624761
9.572666,10.103404
-1.6642503,1.8744895
10.45681,12.668008
10.717109,11.9989605
7.6306095,2.8904147
-2.2927854,6.394229
9.722136,9.460001
10.978187,12.01262
8.527552,11.4396515
5.226262,2.1600132
-0.74972606,8.306404
9.72494,12.570264
9.260764,11.743048
8.930657,11.036221
8.463004,11.482583
6.625585,2.0853777
11.068602,12.089969
-1.4051971,0.37469682
10.529164,12.694778
7.8072414,1.5978744
-1.3075559,0.4727017
2.693292,4.4051332
10.23484,9.294614
9.531858,12.41653
10.985297,12.79513
10.341372,12.883082
1.5296862,4.8082585
8.806757,11.301192
7.326821,3.1936214
5.3229494,2.2000847
0.9980077,9.077907
10.778538,11.807739
-0.5096327,7.646579
9.385387,11.910176
1.3062999,4.0679317
5.465934,2.7664263
5.4682183,2.708799
4.9473987,2.7201924
0.29436582,5.240748
10.623003,12.795549
8.324184,11.976763
11.309514,9.447409
0.89039755,3.6817472
0.7727971,5.9875193
7.898536,-1.6488723
-2.4207804,6.441769
5.5787096,1.9992899
-0.18813577,7.5124245
-1.1639678,0.35197714
8.410543,-0.40100655
8.275968,-0.65590155
-0.9449002,0.7638087
-0.94239455,1.438379
2.2411368,4.8237886
5.62107,2.8109946
-2.488941,0.99544036
6.343484,2.1681497
2.1735532,4.6437116
5.9850025,2.4238496
-0.9533102,8.351501
-0.422966,7.2925506
-2.522047,1.0979742
2.0487435,5.1686473
8.565289,12.252795
-2.685024,5.291025
-0.95560807,7.911305
-1.3486986,4.967125
9.598806,13.291761
-1.3069814,1.3996269
0.56442016,9.28277
6.438556,2.0539603
8.733717,12.613151
9.236402,11.707245
8.5740595,11.9660015
-0.55497104,2.2950025
-2.6028895,1.6629958
0.24798512,4.7370944
8.664208,-0.7573024
11.54892,9.653626
7.823102,1.5164495
5.1690044,2.878953
9.532289,12.857121
0.34651405,6.079417
8.753102,12.3136015
8.529823,12.129183
11.100148,12.114749
8.6026945,-0.7641748
11.387303,12.053684
0.7499656,9.36099
-0.44831243,5.094073
5.290905,3.0718179
8.300346,-1.0061344
11.47154,9.529428
8.869813,12.054823
-2.7140749,1.6674762
1.8381302,4.6331906
6.551173,2.5733378
6.1417007,2.3414345
11.459483,12.27605
-0.77541333,2.8260944
-2.9994242,5.3658338
-0.30440027,5.8675084
6.15596,2.755841
1.5036423,5.0667343
8.499215,11.67757
-2.7953055,1.3560218
8.525537,-0.7888914
2.4267685,4.3086176
-0.07399727,7.4273696
7.4606915,3.0223684
-1.0428073,8.275615
-1.2162269,0.36327657
9.456903,10.481007
9.039151,13.18955
9.557851,10.18628
-3.2877011,5.308106
11.357348,9.882638
-2.4605992,6.3943577
-0.76112425,7.488308
-0.6834986,2.6316004
-0.075680465,7.7658386
-2.6204762,5.616652
1.4995961,5.430678
7.88135,3.1399963
8.736499,1.3185196
7.3650923,1.9456824
1.8619896,4.177244
9.315919,13.080799
10.547684,13.109976
9.544178,12.075496
0.99649686,9.04693
9.344675,13.093095
11.294358,10.04859
-1.3516417,0.44939965
8.461967,-0.39063177
-0.2318399,8.288445
-0.078670226,5.0976067
0.56897455,5.711538
-2.5523472,2.2298703
11.609993,9.66076
8.925574,11.495868
-3.6909919,6.225379
8.2069,2.1419528
0.12665603,7.1169896
1.9950914,5.3236184
-1.4856362,5.058162
0.4579811,4.8547053
9.042307,13.260555
-1.3447881,0.35004
8.296749,12.011331
8.5212145,-0.27936703
-0.8781265,7.7724643
11.11686,12.634598
-1.2495373,5.1387315
10.260929,9.827392
10.915206,11.933647
9.659542,12.415475
0.88431746,3.7601175
1.0074325,4.6920013
10.500358,10.994665
8.831324,-0.73780936
0.8167544,5.9337583
-1.9698418,1.6997387
10.578456,12.930739
4.90982,2.5079856
11.323717,9.921444
8.586706,11.4753685
-0.4735091,7.5762963
2.5587077,4.6689754
0.30748057,4.8097067
-1.3666724,6.143986
10.130041,9.970076
9.272593,13.350289
8.601027,11.275606
-0.6954408,0.59325695
6.6378994,2.0870643
-0.89220554,7.741428
10.422848,12.842063
-1.1790166,5.091999
9.112483,12.132078
-2.3921485,6.385619
11.460235,12.476344
0.24577853,4.6254272
7.7974167,-1.157662
9.579094,11.450087
-2.5966682,6.482621
10.302154,12.632242
8.395093,12.339797
7.564603,1.4821025
9.218182,11.548869
8.449967,-0.42006075
-1.3614275,0.3219255
5.983891,3.1509087
5.5605087,3.1120155
11.217639,12.438994
-0.89399767,7.904882
1.7350986,4.5461063
10.128168,13.2536545
0.48321512,5.8851156
-1.7210536,5.5370083
-1.1353142,6.0215874
-3.4486568,6.406992
10.906154,11.820556
0.24274045,7.3404617
10.638642,8.821382
0.6841145,5.815692
-2.0249736,2.238821
10.761773,11.91637
10.5389805,12.184873
8.711996,-1.0094168
11.470596,12.18318
7.89822,1.5482261
1.2592041,3.5831144
-0.65752935,8.372426
9.723526,9.567947
10.51951,9.003912
-0.12612355,5.1293807
5.641377,3.074862
-0.9625108,8.305731
7.8150167,-0.5669368
7.5877934,2.520463
-0.9591904,5.3170943
7.3246937,-0.7327792
1.8041836,3.7370546
-2.5207212,1.4109539
11.3399725,9.469059
10.816124,11.768358
0.76274717,3.7805386
8.064273,-1.5494688
-3.5161898,6.538782
2.4946575,4.191112
10.811338,12.707242
0.0048866095,6.7257037
-0.9922528,1.5218014
10.950997,11.984151
11.455186,9.478407
-0.98562324,5.3121367
1.772043,5.3331246
-2.9494276,5.5137415
8.214194,1.2939186
7.6816263,1.5275216
10.651733,11.5996
-0.18927975,7.795608
-3.3525624,6.460204
-1.0275509,2.7105882
-0.14316939,5.504001
8.328229,2.9179327
10.771819,11.136821
2.3979032,4.3219647
-2.6920316,5.536693
9.115081,12.375724
0.5601286,6.6060266
8.5833025,-0.9821586
-1.2786137,2.3953
9.423227,13.093161
9.522177,12.061913
2.3727973,4.717655
-1.0449808,6.090478
-1.0452716,2.7056448
-0.17926258,4.8605824
8.844008,12.054397
-0.295294,7.1092215
1.1279548,5.109853
0.33737668,7.559096
-1.8697428,1.8717508
9.154389,12.326005
10.505661,12.379353
10.730277,8.923406
10.806078,8.96566
9.044166,12.392915
-0.5293437,2.2493663
0.88430226,9.154588
0.19618018,7.0266185
-1.1580428,1.430557
1.2264338,5.5972357
7.9079914,-1.574519
11.020765,12.863759
-0.59005123,5.0916524
-1.1884992,5.478914
5.2143016,2.2249973
8.676806,-0.7222083
7.640987,2.8443563
8.039711,3.3807175
-2.4755852,1.8380901
5.6769423,2.3074133
-1.0426533,8.263094
-0.8415809,0.47305477
10.940826,12.495122
5.118166,2.3543127
7.0909667,2.9858553
7.015088,3.0639334
-0.97235227,1.3797724
5.3379316,2.3473709
0.35818103,7.291112
0.9008029,3.8652418
8.835494,10.978189
2.5483904,5.2921576
-2.338481,1.043171
2.4308624,4.744049
0.25202864,6.9726467
8.280144,3.205781
9.09807,11.394141
-0.01875137,4.9856515
8.264752,12.3590555
9.67025,9.100722
-1.3016874,0.47079095
-2.2612915,5.6810007
-1.0775192,5.895973
1.9585646,5.1880674
1.7611777,4.726345
8.40856,12.292392
-1.594735,2.2959857
7.759933,-1.2359302
5.7451096,3.1459785
-1.0300983,1.555878
8.45411,11.434144
8.051957,3.0663633
8.630463,1.4291196
-3.1701229,6.028047
10.597592,11.659005
-2.3708992,1.3915627
8.54274,-0.96640414
1.0011077,4.585681
10.726701,10.913013
-2.8580015,5.419402
0.28567964,6.1619053
-1.2974398,0.5147783
7.4500604,-0.9382064
-0.719119,7.5109134
7.6131244,2.5176194
-2.6522892,5.710136
-0.26304165,7.90158
1.9907435,4.9026165
0.21767418,6.974482
8.451152,11.641435
-2.9953458,5.886655
8.026301,-1.0514185
8.34473,1.2783052
-1.4780724,0.8248793
4.9022346,3.2898736
9.173502,11.018414
-1.0170943,7.2701907
11.604107,9.673166
8.729189,1.338683
-2.4840777,1.9839815
